 161  FREON-12
 162  FREON-12B2
 163  FREON-13
 164  FREON-13B1
 165  FREON-13I1
 166  GADOLINIUM OXYSULFIDE
 167  GALLIUM ARSENIDE
 168  GEL IN PHOTOGRAPHIC EMULSION
 169  PYREX GLASS
 170  GLASS, LEAD
 171  GLASS, PLATE
 172  GLUCOSE
 173  GLUTAMINE
 174  GLYCEROL
 175  GRAPHITE
 176  GUANINE
 177  GYPSUM, PLASTER OF PARIS
 178  N-HEPTANE
 179  N-HEXANE
 180  KAPTON POLYIMIDE FILM
 181  LANTHANUM OXYBROMIDE
 182  LANTHANUM OXYSULFIDE
 183  LEAD OXIDE
 184  LITHIUM AMIDE
 185  LITHIUM CARBONATE
 186  LITHIUM FLUORIDE
 187  LITHIUM HYDRIDE
 188  LITHIUM IODIDE
 189  LITHIUM OXIDE
 190  LITHIUM TETRABORATE
 191  LUNG (ICRP)
 192  M3 WAX
 193  MAGNESIUM CARBONATE
 194  MAGNESIUM FLUORIDE
 195  MAGNESIUM OXIDE
 196  MAGNESIUM TETRABORATE
 197  MERCURIC IODIDE
 198  METHANE
 199  METHANOL
 200  MIX D WAX
 201  MS20 TISSUE SUBSTITUTE
 202  MUSCLE, SKELETAL (ICRP)
 203  MUSCLE, STRIATED (ICRU)
 204  MUSCLE-EQUIVALENT LIQUID, WITH SUCROSE
 205  MUSCLE-EQUIVALENT LIQUID, WITHOUT SUCROSE
 206  NAPTHALENE
 207  NITROBENZENE
 208  NITROUS OXIDE
 209  NYLON, DU PONT ELVAMIDE 8062
 210  NYLON, TYPE 6 AND TYPE 6/6
 211  NYLON, TYPE 6/10
 212  NYLON, TYPE 11 (RILSAN)
 213  OCTANE, LIQUID
 214  PARAFFIN WAX
 215  N-PENTANE
 216  PHOTOGRAPHIC EMULSION
 217  PLASTIC SCINTILLATOR (VINYLTOLUENE BASED)
 218  PLUTONIUM DIOXIDE
 219  POLYACRYLONITRILE
 220  POLYCARBONATE (MAKROLON, LEXAN)
 221  POLYCHLOROSTYRENE
 222  POLYETHYLENE
 223  POLYETHYLENE TEREPHTHALATE (MYLAR)
 224  POLYMETHYL METHACRILATE (LUCITE, PERSPEX, PLEXIGLASS)
 225  POLYOXYMETHYLENE
 226  POLYPROPYLENE
 227  POLYSTYRENE
 228  POLYTETRAFLUOROETHYLENE (TEFLON)
 229  POLYTRIFLUOROCHLOROETHYLENE
 230  POLYVINYL ACETATE
 231  POLYVINYL ALCOHOL
 232  POLYVINYL BUTYRAL
 233  POLYVINYL CHLORIDE
 234  POLYVINYLIDENE CHLORIDE, SARAN
 235  POLYVINYLIDENE FLUORIDE
 236  POLYVINYL PYRROLIDONE
 237  POTASSIUM IODIDE
 238  POTASSIUM OXIDE
 239  PROPANE
 240  PROPANE, LIQUID
 241  N-PROPYL ALCOHOL
 242  PYRIDINE
 243  RUBBER, BUTYL
 244  RUBBER, NATURAL
 245  RUBBER, NEOPRENE
 246  SILICON DIOXIDE
 247  SILVER BROMIDE
 248  SILVER CHLORIDE
 249  SILVER HALIDES IN PHOTOGRAPHIC EMULSION
 250  SILVER IODIDE
 251  SKIN (ICRP)
 252  SODIUM CARBONATE
 253  SODIUM IODIDE
 254  SODIUM MONOXIDE
 255  SODIUM NITRATE
 256  STILBENE
 257  SUCROSE
 258  TERPHENYL
 259  TESTES (ICRP)
 260  TETRACHLOROETHYLENE
 261  THALLIUM CHLORIDE
 262  TISSUE, SOFT (ICRP)
 263  TISSUE, SOFT (ICRU FOUR-COMPONENT)
 264  TISSUE-EQUIVALENT GAS (METHANE BASED)
 265  TISSUE-EQUIVALENT GAS (PROPANE BASED)
 266  TITANIUM DIOXIDE
 267  TOLUENE
 268  TRICHLOROETHYLENE
 269  TRIETHYL PHOSPHATE
 270  TUNGSTEN HEXAFLUORIDE
 271  URANIUM DICARBIDE
 272  URANIUM MONOCARBIDE
 273  URANIUM OXIDE
 274  UREA
 275  VALINE
 276  VITON FLUOROELASTOMER
 277  WATER, LIQUID
 278  WATER VAPOR
 279  XYLENE
